SquareFootage,Bedrooms,Bathrooms,YearBuilt,NeighborhoodQuality,DistanceToCenter,Price
4578.47,6.0,5.1,2013.0,9.0,20.79,1065094.0821859606
8833.89,6.0,1.57,1954.0,6.0,11.15,1555190.599592701
1877.88,1.0,1.05,1959.0,6.0,28.3,376479.19774356217
6217.12,2.0,4.58,2003.0,2.0,32.49,1002471.2308670924
4634.45,4.0,5.01,2026.0,2.0,8.97,858290.7423344859
4137.15,,4.92,1900.0,5.0,48.36,730112.720802737
5567.94,6.0,1.35,2002.0,5.0,37.81,948698.888498719
5786.28,1.0,4.48,2008.0,2.0,46.92,870265.0365234381
2628.14,3.0,2.61,1955.0,2.0,45.16,405420.7266891983
9077.37,1.0,4.92,2021.0,5.0,30.83,1511028.720988048
3064.16,3.0,1.6,1918.0,7.0,33.58,634141.5073922111
2784.97,8.0,2.61,1928.0,5.0,17.97,646060.1893889181
2802.57,4.0,1.38,,4.0,19.56,564070.3359771487
3734.28,6.0,2.56,1919.0,2.0,11.33,714142.1673366174
9763.11,4.0,1.94,1921.0,10.0,7.79,1789154.5443552134
7577.75,8.0,1.14,1957.0,2.0,4.66,1325604.792382499
1930.89,6.0,2.36,1983.0,7.0,9.88,555352.6696765656
3121.29,7.0,1.25,1914.0,1.0,28.97,542019.6461927608
5555.25,7.0,1.51,2012.0,8.0,39.39,1052814.2831231959
3235.93,1.0,3.52,1961.0,4.0,34.23,575486.2689601223
3655.48,1.0,,2024.0,2.0,,637659.5296586172
3845.36,1.0,2.24,,5.0,26.5,718933.5020986634
1892.54,5.0,2.68,1944.0,5.0,13.05,488764.9002362303
8363.62,6.0,4.87,2015.0,8.0,34.45,1530628.045674973
696.91,4.0,1.71,1931.0,7.0,37.35,252339.39210362855
9570.74,5.0,4.39,1957.0,9.0,45.56,1678398.8432125961
3646.36,5.0,1.21,1943.0,2.0,23.02,617533.1930904023
8027.23,1.0,4.43,1919.0,5.0,33.38,1350379.7479666134
3238.47,1.0,2.09,1915.0,,17.94,685058.0637198478
974.07,5.0,3.51,1971.0,2.0,7.56,310069.30559375783
4604.48,5.0,3.37,2003.0,7.0,48.36,850506.6664034365
2981.98,5.0,3.18,2002.0,4.0,21.11,629638.233345796
3397.46,8.0,2.88,1955.0,9.0,16.01,855905.6543357854
7269.69,7.0,5.81,2016.0,7.0,7.46,1473767.4772663326
7973.0,6.0,3.72,1937.0,7.0,33.67,1437383.8453127695
7748.46,1.0,2.35,1913.0,2.0,28.49,1166062.8382750414
8710.98,1.0,3.58,2023.0,4.0,32.16,1419979.578019951
6468.27,1.0,4.12,,10.0,26.23,1265888.665096433
,8.0,5.63,1961.0,4.0,27.56,615728.1696427342
6972.54,2.0,4.18,2004.0,4.0,37.21,1142035.4766009601
5023.5,2.0,3.46,1950.0,2.0,40.77,784702.9808608736
3192.51,,2.51,2014.0,8.0,45.4,642893.3518498053
4945.12,,1.79,2010.0,6.0,26.49,902976.1640900924
2157.72,6.0,5.29,2000.0,5.0,3.88,662971.0680814952
5095.57,3.0,5.64,1967.0,6.0,29.25,981731.2915875893
8383.92,1.0,1.8,1913.0,8.0,11.96,1460733.541331923
9214.05,2.0,1.87,1996.0,2.0,12.9,1440117.7115797822
7624.38,6.0,5.2,1941.0,8.0,49.45,1378343.0494008712
2397.48,8.0,2.13,1955.0,4.0,1.7,616625.0954068931
1413.96,3.0,2.8,1969.0,6.0,36.63,380122.3679527668
6601.21,4.0,3.37,1979.0,3.0,22.22,1118157.3305144575
8802.78,3.0,2.49,1929.0,9.0,11.59,1608803.8192745834
9261.6,6.0,5.36,1909.0,4.0,46.62,1546333.6565589088
4292.59,2.0,5.68,,6.0,10.43,924024.3991017212
1064.22,6.0,4.32,1930.0,10.0,35.3,518036.9863881043
835.94,7.0,4.06,1970.0,3.0,2.57,370917.96840619517
5322.24,7.0,4.91,,,39.2,1051594.4083622266
6277.32,1.0,1.26,1989.0,7.0,6.22,1153800.413156036
6348.71,6.0,3.18,1929.0,1.0,37.5,1028634.8723443947
8035.22,1.0,2.25,1907.0,3.0,16.05,1319833.6098860404
8959.03,3.0,3.39,1909.0,9.0,35.41,1584183.4227798895
9027.58,8.0,5.71,1937.0,4.0,13.74,1641727.6186381942
5282.73,7.0,4.11,1926.0,9.0,37.22,1101809.3224603846
4037.7,3.0,2.18,1997.0,,41.9,760185.5537087437
6088.28,2.0,5.27,1902.0,7.0,11.61,1201119.2327179604
6769.29,5.0,4.81,2016.0,6.0,45.42,1207942.6104666095
6114.11,6.0,4.11,2000.0,1.0,27.89,1046646.6203438373
9358.49,8.0,4.6,1933.0,7.0,49.63,1659422.9338566852
9123.27,5.0,2.25,1943.0,1.0,18.4,1479022.884865563
7933.05,1.0,3.84,1933.0,8.0,22.28,1424648.1483138446
9675.91,4.0,3.9,2014.0,6.0,22.3,1669979.7287952472
7973.99,8.0,4.15,1979.0,4.0,2.41,1494069.2052965
8675.42,1.0,2.14,2026.0,,42.32,1425250.6344976253
5634.19,4.0,1.39,1965.0,4.0,18.88,964034.4649351913
4451.71,5.0,2.63,1942.0,6.0,48.69,804816.5996330936
2022.97,3.0,1.13,2003.0,9.0,35.79,482775.4178150896
4098.98,3.0,5.99,1909.0,4.0,49.89,730408.1723440222
7472.54,2.0,3.64,1960.0,9.0,13.82,1426397.7779391096
3284.12,4.0,5.89,1940.0,2.0,22.53,655694.4860202986
4394.3,2.0,4.27,1957.0,4.0,41.43,750951.5482223423
5607.35,7.0,4.33,2001.0,6.0,20.72,1100144.6578853012
1909.79,4.0,,1915.0,9.0,23.76,561382.3034904083
8759.86,1.0,5.95,2010.0,7.0,18.04,1578541.2627171162
5790.94,2.0,5.12,1977.0,1.0,46.08,920249.8208495817
9151.41,7.0,3.39,1923.0,10.0,46.86,1650314.826475705
9008.19,6.0,3.27,1922.0,10.0,38.76,1643635.7549149592
5186.29,7.0,2.92,2022.0,4.0,14.27,1002274.2552556613
3486.49,3.0,2.37,2013.0,5.0,37.8,650635.2991964521
6831.12,4.0,3.54,1976.0,9.0,10.16,1348558.5670141957
8312.78,5.0,3.86,1966.0,8.0,5.93,1585512.322886555
8525.07,7.0,1.43,1935.0,2.0,40.28,1350638.947645748
2613.2,3.0,2.38,1965.0,2.0,16.08,489139.1368473454
4617.09,6.0,3.79,1980.0,1.0,29.52,788106.995781742
2591.99,8.0,5.07,1936.0,2.0,42.93,534319.8498934746
530.38,4.0,1.19,1978.0,10.0,17.76,376181.47624789656
9566.18,4.0,4.34,1980.0,6.0,15.12,1670969.2705088342
9647.73,5.0,3.24,1954.0,8.0,33.2,1689354.045112203
4281.85,8.0,5.32,1987.0,5.0,11.15,949725.6877759123
4385.56,6.0,2.59,1956.0,5.0,13.78,901219.6994338727
3728.49,5.0,2.11,1968.0,2.0,30.86,611045.6964282434
,1.0,1.45,2016.0,9.0,2.94,626796.1722909262
5586.99,7.0,2.15,2016.0,7.0,36.8,1056306.6781259677
,2.0,4.96,1936.0,4.0,34.56,524002.8604385151
7624.2,7.0,1.66,1934.0,2.0,36.24,1222123.7460839052
,3.0,3.94,2006.0,5.0,21.55,550822.007099602
3370.46,2.0,4.28,1937.0,4.0,28.27,664576.3560416088
9122.82,4.0,5.97,2021.0,9.0,22.89,1682432.7914937562
736.47,8.0,3.82,1942.0,2.0,8.88,297248.41065069876
5153.21,3.0,5.19,2007.0,4.0,24.92,953621.7167508
7534.86,1.0,3.83,1900.0,4.0,39.84,1194778.1866347108
3473.65,6.0,3.41,1994.0,2.0,21.57,649219.0077430393
,2.0,3.19,1904.0,8.0,40.26,558645.3467094903
7615.44,,1.59,1992.0,5.0,30.95,1254923.010706568
6677.1,4.0,5.76,1977.0,8.0,16.84,1317783.820538949
9963.77,3.0,,1953.0,8.0,48.86,1623780.9340199365
2282.91,8.0,1.31,1920.0,9.0,,696723.3599242022
2330.09,7.0,2.53,1951.0,9.0,33.14,640446.51766938
1948.01,5.0,3.82,1966.0,7.0,38.71,500983.86204330926
3133.76,8.0,1.01,1927.0,10.0,8.66,861983.554940715
3571.71,1.0,5.04,1960.0,9.0,12.42,823245.2285051077
7852.24,6.0,3.61,2013.0,4.0,47.3,1275253.122436129
7257.8,8.0,4.94,1971.0,6.0,43.37,1316981.3789517814
7822.08,7.0,3.8,2020.0,6.0,,1473628.2097546675
4699.77,1.0,2.64,2017.0,1.0,2.16,794935.5917398405
5047.98,5.0,1.29,1903.0,8.0,31.8,958978.459132155
4997.76,2.0,1.14,1919.0,3.0,7.02,861684.8309477145
8535.13,1.0,5.29,2009.0,10.0,16.97,1581386.4086371432
9046.83,3.0,3.93,,7.0,33.55,1576630.969061099
2332.93,3.0,1.42,1935.0,9.0,31.95,551257.2323241115
9440.35,6.0,3.33,1911.0,8.0,45.94,1651591.937473822
1320.97,1.0,4.94,1947.0,4.0,34.2,314486.3801956656
8713.57,3.0,2.9,1935.0,6.0,41.85,1441336.7982873067
2392.63,5.0,2.32,1974.0,9.0,31.74,618621.0092034831
848.95,7.0,3.84,1955.0,5.0,35.13,335468.1284002597
8383.65,2.0,2.05,1933.0,2.0,31.74,1292968.341398013
4938.85,7.0,5.51,1913.0,1.0,24.04,928844.7879519864
9078.31,6.0,3.33,1902.0,10.0,29.01,1684264.317545522
4293.67,5.0,4.0,1951.0,4.0,45.09,774415.5563638277
4499.37,7.0,1.82,1938.0,9.0,48.64,894039.4645856916
1733.96,1.0,2.55,2002.0,7.0,0.54,521075.7582317421
8888.07,2.0,5.29,1992.0,9.0,19.03,1626774.615469111
3774.76,7.0,5.56,2006.0,4.0,5.24,893708.1064936622
7748.92,6.0,5.1,1954.0,9.0,24.67,1504725.6307403347
6071.08,3.0,2.85,,10.0,45.77,1103890.3734682293
1811.76,4.0,1.46,1923.0,5.0,33.93,386095.5662236618
2979.69,3.0,4.41,1959.0,6.0,5.52,703377.7251378768
,6.0,3.53,1901.0,7.0,3.2,713609.6532348308
7549.62,8.0,4.91,2008.0,6.0,9.35,1462803.6403104642
7716.3,2.0,2.69,1975.0,9.0,36.52,1349992.2485017783
961.16,2.0,3.3,1976.0,5.0,33.91,235100.88903581703
723.54,5.0,1.09,1981.0,2.0,2.31,241616.40521126386
2861.95,2.0,1.72,2014.0,8.0,12.58,619594.3101005657
8431.72,8.0,2.63,1977.0,2.0,49.02,1316539.457647714
9310.69,7.0,1.92,1992.0,2.0,21.96,1535529.7198421645
2320.61,5.0,3.7,1988.0,6.0,11.15,625428.5023797625
3110.47,3.0,4.36,2016.0,5.0,,700152.3634267745
4436.09,5.0,4.95,1912.0,1.0,11.44,815588.8578530618
7417.56,8.0,4.17,1949.0,,17.36,1438238.3296578703
4721.64,8.0,4.49,1932.0,10.0,31.75,1072741.9619136415
3780.34,6.0,4.75,,10.0,31.4,890475.5296621119
4446.23,5.0,3.45,2017.0,7.0,42.56,880805.4745265072
2573.9,5.0,1.8,1994.0,9.0,37.69,622175.4343586351
6192.86,6.0,4.32,1981.0,6.0,26.86,1171434.537392555
4337.68,5.0,3.25,1922.0,1.0,17.04,764935.287584918
2136.57,7.0,3.09,1924.0,10.0,30.68,648371.2421192133
1264.81,7.0,2.63,1972.0,2.0,1.62,361835.4769736356
8003.86,4.0,1.81,2011.0,8.0,46.11,1354741.339262191
3283.33,4.0,3.3,1956.0,3.0,25.26,607489.736280033
6238.06,3.0,4.61,1995.0,7.0,49.78,1083544.6998515762
1168.47,5.0,3.69,1977.0,9.0,22.21,478223.99560671067
1067.97,1.0,4.58,1983.0,2.0,42.43,216470.79790274284
6008.21,3.0,4.28,1931.0,4.0,16.84,1090924.1429190051
4853.3,4.0,2.71,1942.0,5.0,29.92,868867.315153258
1906.23,4.0,3.82,1939.0,3.0,15.58,459183.24172034237
